DateTime_LST,TA (degC),RH (%),SWC (%),TS (degC),WS (m/s),WD (deg_north),TKE (m2/s2),SW_IN (W/m2),SW_OUT (W/m2),LW_IN (W/m2),LW_OUT (W/m2),LE (W/m2),H (W/m2),G (W/m2),ALB (%),U (m/s),V (m/s)
2018-11-29 00:00:00,14.54,85.29,46.11,16.7,1.15,234.94,0.214,0.0,0.498,350.032,385.977,-4.82,5.796,-1.067,0.0,0.94,0.66
2018-11-29 00:30:00,14.18,87.46,46.11,16.69,1.26,213.91,0.154,0.0,0.605,324.072,383.508,1.741,-8.703,-5.926,0.0,0.71,1.05
2018-11-29 01:00:00,13.96,88.12,46.11,16.67,0.73,229.46,0.128,0.0,0.964,322.762,381.824,2.018,-5.345,-1.204,0.0,0.55,0.47
2018-11-29 01:30:00,13.53,90.61,46.11,16.66,0.82,215.02,0.14,0.0,1.097,319.969,379.753,1.189,-4.104,-3.623,0.0,0.47,0.67
2018-11-29 02:00:00,13.65,88.93,46.06,16.64,1.14,221.15,0.083,0.0,1.044,323.526,379.617,2.549,-7.713,-9.655,0.0,0.75,0.86
2018-11-29 02:30:00,13.23,90.76,46.05,16.62,0.95,212.12,0.224,0.0,0.817,333.287,378.86,4.164,-20.743,-5.77,0.0,0.51,0.81
2018-11-29 03:00:00,13.17,90.85,46.05,16.6,0.64,210.79,0.094,0.0,0.696,334.746,377.99,1.622,-8.297,-4.61,0.0,0.33,0.55
2018-11-29 03:30:00,12.85,92.48,46.04,16.58,0.61,233.19,0.21,0.0,1.051,318.295,376.063,-0.278,10.838,-5.322,0.0,0.49,0.37
2018-11-29 04:00:00,12.64,93.2,46.04,16.56,1.15,217.91,0.128,0.0,0.972,314.113,375.079,2.429,-22.748,-8.177,0.0,0.71,0.91
2018-11-29 04:30:00,12.47,93.3,46.04,16.53,0.94,218.97,0.423,0.0,1.219,317.33,374.57,0.994,-5.633,-8.896,0.0,0.59,0.73
2018-11-29 05:00:00,12.21,94.46,46.04,16.51,0.47,128.46,0.133,0.0,1.432,315.936,373.419,-0.581,2.87,-8.354,0.0,-0.37,0.29
2018-11-29 05:30:00,12.22,93.66,46.03,16.48,0.98,215.02,0.216,0.0,1.337,313.542,373.035,0.54,-3.568,-7.147,0.0,0.57,0.81
2018-11-29 06:00:00,12.25,92.5,46.03,16.45,1.38,222.61,0.165,0.0,1.157,311.359,372.967,-0.337,-2.966,-8.644,0.0,0.94,1.02
2018-11-29 06:30:00,12.17,92.27,46.03,16.43,0.82,202.44,0.306,23.72,3.762,309.439,372.667,4.759,-39.887,-7.33,15.9,0.31,0.75
2018-11-29 07:00:00,11.92,94.17,45.98,16.4,0.78,77.65,0.302,58.589,5.741,307.953,373.116,13.734,-5.886,-13.176,9.8,-0.76,-0.17
2018-11-29 07:30:00,11.99,94.65,45.97,16.37,1.03,198.13,0.313,227.417,9.625,307.798,374.831,6.765,18.766,-10.934,4.2,0.32,0.98
2018-11-29 08:00:00,13.04,88.37,45.96,16.34,1.44,211.12,0.093,439.813,18.875,312.394,381.738,1.579,11.525,-9.85,4.3,0.74,1.23
2018-11-29 08:30:00,14.95,79.98,45.96,16.31,1.28,193.94,0.666,562.629,33.048,317.49,394.038,15.985,16.846,-9.872,5.9,0.31,1.24
2018-11-29 09:00:00,16.74,75.28,45.96,16.28,2.17,64.16,0.714,203.863,53.269,321.454,406.594,259.601,146.651,-11.666,26.1,-1.95,-0.95
2018-11-29 09:30:00,18.26,69.39,45.91,16.25,1.69,50.73,1.076,806.164,69.203,327.889,417.152,367.067,133.162,-11.679,8.6,-1.31,-1.07
2018-11-29 10:00:00,19.46,65.18,45.89,16.23,2.24,66.95,1.355,502.539,81.306,332.889,428.051,357.657,201.638,-9.285,16.2,-2.07,-0.88
2018-11-29 10:30:00,21.03,60.09,45.84,16.21,3.09,61.36,2.165,599.567,92.916,340.668,439.02,410.287,230.938,-10.332,15.5,-2.71,-1.48
2018-11-29 11:00:00,21.95,57.42,45.81,16.19,3.35,54.09,2.355,360.637,103.333,345.167,446.288,482.741,286.195,-10.789,28.7,-2.72,-1.97
2018-11-29 11:30:00,22.51,55.61,45.75,16.18,3.13,51.79,1.984,963.044,107.815,348.735,452.201,505.326,408.847,-6.572,11.2,-2.46,-1.94
2018-11-29 12:00:00,22.89,54.07,45.68,16.18,3.84,52.02,2.5,982.564,111.286,351.934,456.698,446.587,377.867,-6.114,11.3,-3.03,-2.37
2018-11-29 12:30:00,23.28,54.71,45.61,16.19,3.89,49.35,2.544,1002.085,111.889,360.405,460.715,453.602,416.766,-4.772,11.2,-2.95,-2.53
2018-11-29 13:00:00,23.35,54.59,45.52,16.21,3.94,48.43,2.573,1021.605,112.491,361.303,461.976,358.067,354.271,-2.827,11.0,-2.94,-2.61
2018-11-29 13:30:00,23.39,55.48,45.44,16.22,4.1,50.77,2.546,1041.126,113.094,361.015,461.981,319.335,422.989,-2.44,10.9,-3.18,-2.6
2018-11-29 14:00:00,23.58,56.17,45.37,16.25,3.83,54.67,3.027,927.593,102.061,365.155,462.266,426.696,364.822,2.656,11.0,-3.12,-2.21
2018-11-29 14:30:00,22.88,57.95,45.3,16.29,3.63,44.11,2.447,500.232,53.821,368.271,445.782,349.094,88.428,2.655,10.8,-2.53,-2.61
2018-11-29 15:00:00,22.07,58.68,45.27,16.32,2.06,65.17,1.319,332.028,40.588,370.483,435.993,323.88,53.219,4.139,12.2,-1.87,-0.87
2018-11-29 15:30:00,23.33,52.42,45.22,16.36,2.29,56.52,1.748,679.11,86.473,367.165,456.379,294.947,248.22,5.964,12.7,-1.91,-1.27
2018-11-29 16:00:00,23.09,53.55,45.16,16.4,2.63,45.05,1.334,409.207,49.092,369.219,446.152,130.648,65.881,5.48,12.0,-1.86,-1.86
2018-11-29 16:30:00,21.76,62.79,45.12,16.45,3.2,50.1,2.333,175.392,19.895,384.682,431.046,191.915,-32.127,4.081,11.3,-2.45,-2.05
2018-11-29 17:00:00,21.37,66.28,45.12,16.48,1.83,51.91,1.605,179.571,30.798,378.929,431.657,123.847,52.135,2.683,17.2,-1.44,-1.13
2018-11-29 17:30:00,20.98,66.73,45.06,16.52,1.74,112.32,1.927,100.869,14.529,373.175,425.224,170.536,22.859,4.806,14.4,-1.61,0.66
2018-11-29 18:00:00,20.78,64.23,45.07,16.56,2.25,233.52,2.629,44.266,6.718,374.314,422.621,53.736,-62.594,6.929,15.2,1.81,1.34
2018-11-29 18:30:00,20.07,64.53,45.06,16.59,5.11,232.52,2.552,3.037,0.982,375.453,418.03,18.058,-20.609,9.052,0.0,4.05,3.11
2018-11-29 19:00:00,19.35,66.82,45.04,16.62,4.55,230.91,1.699,1.519,0.65,367.239,413.644,10.859,-20.175,5.799,0.0,3.53,2.87
2018-11-29 19:30:00,18.64,69.1,45.02,16.65,4.0,229.3,1.604,0.0,0.319,359.025,409.259,3.66,-19.742,2.547,0.0,3.03,2.61
2018-11-29 20:00:00,18.11,70.76,45.01,16.67,4.91,230.05,2.303,0.0,0.377,338.641,406.091,13.063,-21.99,7.297,0.0,3.77,3.15
2018-11-29 20:30:00,17.77,72.62,45.01,16.69,3.39,231.55,1.862,0.0,0.452,354.0,404.289,-0.358,-8.142,7.148,0.0,2.66,2.11
2018-11-29 21:00:00,17.7,72.82,45.01,16.71,2.25,227.89,0.688,0.0,0.29,387.551,404.972,-2.962,-0.055,3.813,0.0,1.67,1.51
2018-11-29 21:30:00,17.51,73.19,45.02,16.72,1.99,225.94,0.394,0.0,0.253,368.426,402.87,12.521,-14.993,2.689,0.0,1.43,1.39
2018-11-29 22:00:00,17.18,74.55,45.02,16.73,1.99,226.13,0.351,0.0,0.596,342.172,399.181,37.671,-20.943,3.195,0.0,1.43,1.38
2018-11-29 22:30:00,16.74,75.96,45.02,16.73,1.93,220.59,0.26,0.0,0.579,332.618,396.076,11.274,-13.452,1.445,0.0,1.26,1.47
2018-11-29 23:00:00,16.16,79.01,45.02,16.73,1.72,224.0,0.247,0.0,0.428,324.206,392.123,9.349,-13.735,2.172,0.0,1.2,1.24
2018-11-29 23:30:00,15.4,82.56,45.02,16.73,1.3,226.28,0.269,0.0,0.64,321.69,388.19,2.379,-8.698,0.315,0.0,0.94,0.9
2018-11-30 00:00:00,14.77,85.41,45.02,16.73,1.63,225.97,0.322,0.0,0.972,318.981,385.254,15.15,-20.668,0.32,0.0,1.18,1.14
2018-11-30 00:30:00,14.46,86.26,45.02,16.72,1.5,233.97,0.209,0.0,0.866,320.663,383.859,7.228,-12.262,0.22,0.0,1.22,0.88
2018-11-30 01:00:00,14.13,87.02,45.02,16.71,1.41,236.45,0.242,0.0,0.89,318.937,382.518,4.611,-19.598,-4.039,0.0,1.17,0.78
2018-11-30 01:30:00,13.91,87.02,45.01,16.7,0.97,242.69,0.183,0.0,1.455,312.402,380.83,7.166,-15.161,-2.851,0.0,0.86,0.45
2018-11-30 02:00:00,13.72,86.75,45.01,16.69,0.71,228.56,0.118,0.0,1.537,320.314,380.061,-0.645,-3.57,-4.479,0.0,0.54,0.47
2018-11-30 02:30:00,13.6,87.06,45.01,16.67,0.79,196.23,0.258,0.0,0.942,339.69,380.4,3.112,-4.255,-1.969,0.0,0.22,0.76
2018-11-30 03:00:00,13.43,87.99,45.01,16.65,0.55,131.8,0.182,0.0,0.569,365.006,381.609,6.853,-6.438,-3.99,0.0,-0.41,0.36
2018-11-30 03:30:00,13.91,84.49,45.01,16.63,1.13,207.95,0.072,0.0,0.434,364.131,383.01,1.47,0.928,-6.756,0.0,0.53,1.0
2018-11-30 04:00:00,13.55,87.57,45.01,16.61,1.18,223.04,0.185,0.0,0.693,347.592,381.435,1.673,-2.384,-7.909,0.0,0.81,0.86
2018-11-30 04:30:00,13.63,86.03,45.0,16.59,1.41,223.96,0.16,0.0,0.951,325.995,379.984,-4.281,-0.814,-5.383,0.0,0.98,1.01
2018-11-30 05:00:00,13.12,87.74,45.0,16.56,1.67,223.06,0.31,0.0,0.591,317.983,377.78,-5.531,-16.987,-8.239,0.0,1.14,1.22
2018-11-30 05:30:00,12.91,86.2,45.0,16.54,1.83,226.45,0.365,0.0,0.935,312.64,376.201,0.585,-0.345,-5.525,0.0,1.33,1.26
2018-11-30 06:00:00,12.74,85.13,45.0,16.51,1.65,221.01,0.214,0.0,0.801,329.08,376.05,-4.323,-0.483,-6.816,0.0,1.08,1.25
2018-11-30 06:30:00,12.81,83.93,44.95,16.49,0.94,213.72,0.26,25.547,3.717,324.416,376.232,-2.68,-6.53,-9.646,14.6,0.52,0.78
2018-11-30 07:00:00,13.11,82.03,44.94,16.46,1.07,214.08,0.058,89.357,7.954,319.231,378.09,0.838,-2.062,-8.839,8.9,0.6,0.89
2018-11-30 07:30:00,13.49,80.09,44.93,16.44,0.84,213.43,0.045,129.146,11.292,323.764,382.287,3.004,2.449,-8.716,8.7,0.46,0.7
2018-11-30 08:00:00,14.1,76.97,44.93,16.41,1.06,217.04,0.142,291.363,16.615,314.333,385.11,13.058,-5.605,-6.781,5.7,0.64,0.84
2018-11-30 08:30:00,15.24,72.86,44.93,16.38,0.73,221.71,0.36,566.774,31.599,315.575,396.683,198.925,109.653,-11.813,5.6,0.49,0.55
2018-11-30 09:00:00,17.33,70.36,44.93,16.35,1.66,48.98,0.597,164.464,53.444,320.286,408.778,252.699,76.08,-9.276,32.5,-1.25,-1.09
2018-11-30 09:30:00,18.67,64.16,44.9,16.33,1.86,55.6,0.988,789.326,69.158,321.975,419.267,374.246,146.896,-12.293,8.8,-1.54,-1.05
2018-11-30 10:00:00,19.97,59.24,44.85,16.3,2.15,63.69,1.274,522.927,82.415,327.988,430.514,354.129,142.33,-7.667,15.8,-1.92,-0.95
2018-11-30 10:30:00,21.04,56.88,44.82,16.28,2.87,64.64,1.668,606.689,93.88,331.451,440.213,366.871,252.583,-9.342,15.5,-2.59,-1.23
2018-11-30 11:00:00,22.01,50.94,44.74,16.27,3.56,60.43,2.839,364.037,103.472,335.267,445.812,393.358,289.279,-13.395,28.4,-3.1,-1.76
2018-11-30 11:30:00,22.3,54.05,44.68,16.26,4.39,62.42,3.365,933.367,106.876,344.225,448.46,419.846,344.089,-4.474,11.5,-3.89,-2.03
2018-11-30 12:00:00,22.39,52.77,44.61,16.25,4.58,62.19,3.407,997.111,113.889,350.191,452.688,450.7,366.3,-5.594,11.4,-4.05,-2.14
2018-11-30 12:30:00,23.0,49.26,44.55,16.26,3.72,64.29,2.937,1060.855,110.336,346.25,456.916,452.845,289.892,-9.424,10.4,-3.35,-1.61
2018-11-30 13:00:00,23.82,46.8,44.47,16.27,2.57,66.36,2.994,1049.903,110.98,344.678,457.975,378.808,368.89,-0.285,10.6,-2.35,-1.03
2018-11-30 13:30:00,24.49,29.12,44.4,16.29,5.28,254.41,5.583,1014.294,111.442,343.002,459.034,45.135,46.476,-3.421,11.0,5.09,1.42
2018-11-30 14:00:00,24.46,30.1,44.3,16.31,6.51,241.37,4.722,943.621,107.669,343.978,460.093,76.384,118.861,-0.443,11.4,5.71,3.12
2018-11-30 14:30:00,24.38,31.19,44.23,16.34,7.11,247.13,6.979,868.938,103.613,345.185,457.816,146.0,128.112,2.968,11.9,6.55,2.76
2018-11-30 15:00:00,24.2,33.32,44.16,16.38,6.98,238.81,4.336,809.092,102.086,348.584,456.742,93.452,111.052,3.789,12.6,5.97,3.61
2018-11-30 15:30:00,23.65,36.05,44.08,16.41,7.29,242.16,5.421,632.393,83.177,356.333,450.33,141.553,150.267,5.44,13.2,6.44,3.4
2018-11-30 16:00:00,23.09,36.85,44.02,16.45,7.2,244.53,4.18,468.743,63.964,358.32,443.145,77.054,43.545,3.559,13.6,6.5,3.09
2018-11-30 16:30:00,22.19,38.36,43.96,16.48,6.28,236.58,4.083,266.854,35.698,359.621,433.415,89.76,-16.751,4.7,13.4,5.24,3.46
2018-11-30 17:00:00,21.22,42.0,43.91,16.52,5.02,231.46,3.071,155.807,20.464,354.381,425.723,99.886,-61.382,3.506,13.1,3.93,3.13
2018-11-30 17:30:00,20.39,44.56,43.89,16.55,4.12,222.01,1.963,85.257,11.625,354.612,419.791,30.783,-21.369,7.576,13.6,2.76,3.06
2018-11-30 18:00:00,19.77,47.3,43.87,16.57,4.6,241.13,2.173,38.623,5.924,349.74,415.355,40.868,-39.085,2.455,15.3,4.03,2.22
2018-11-30 18:30:00,19.22,50.5,43.85,16.6,4.11,235.32,1.662,3.325,1.452,348.02,411.648,-21.988,11.805,7.122,0.0,3.38,2.34
2018-11-30 19:00:00,18.47,56.75,43.85,16.62,5.73,237.99,3.424,0.0,0.292,344.13,408.214,22.094,-27.309,7.392,0.0,4.86,3.04
2018-11-30 19:30:00,17.68,62.87,43.85,16.63,6.02,249.94,2.522,0.0,0.406,336.637,403.887,58.443,-66.791,1.098,0.0,5.65,2.06
2018-11-30 20:00:00,17.03,65.71,43.85,16.64,4.79,259.25,1.234,0.0,0.547,326.33,399.327,29.855,-21.131,2.998,0.0,4.7,0.89
2018-11-30 20:30:00,16.7,65.35,43.85,16.64,4.71,266.76,1.119,0.0,0.57,320.892,397.073,1.266,-22.745,1.306,0.0,4.7,0.27
2018-11-30 21:00:00,16.05,67.26,43.85,16.64,4.08,255.23,1.289,0.0,0.578,319.536,393.451,11.398,16.612,0.996,0.0,3.94,1.04
2018-11-30 21:30:00,15.72,68.04,43.85,16.64,2.84,233.5,0.896,0.0,0.665,330.289,391.893,12.512,-11.233,-1.609,0.0,2.28,1.69
2018-11-30 22:00:00,15.58,68.04,43.85,16.63,2.29,223.8,0.496,0.0,0.691,333.208,390.59,6.149,-15.827,-1.503,0.0,1.58,1.65
2018-11-30 22:30:00,15.64,66.81,43.85,16.62,2.41,221.97,0.512,0.0,0.68,329.984,390.392,4.678,-19.419,-2.201,0.0,1.61,1.79
2018-11-30 23:00:00,15.21,68.5,43.85,16.61,2.13,228.99,0.456,0.0,0.399,317.912,387.302,12.364,-25.653,-2.512,0.0,1.61,1.4
2018-11-30 23:30:00,14.19,73.6,43.85,16.59,1.86,228.56,0.379,0.0,0.65,308.026,381.569,13.989,-16.243,-4.584,0.0,1.39,1.23
2018-12-01 00:00:00,13.39,75.24,43.85,16.58,1.97,227.53,0.463,0.0,0.702,302.754,377.986,-3.167,-6.539,-4.154,0.0,1.46,1.33
2018-12-01 00:30:00,13.09,73.34,43.84,16.56,1.4,225.05,0.292,0.0,0.866,306.268,376.219,10.362,-13.063,-4.66,0.0,0.99,0.99
2018-12-01 01:00:00,13.1,70.29,43.84,16.54,1.29,221.42,0.449,0.0,1.002,311.992,375.564,17.347,-31.673,-5.95,0.0,0.86,0.97
2018-12-01 01:30:00,12.98,70.24,43.84,16.52,1.21,224.63,0.378,0.0,1.168,311.39,374.935,5.341,-13.366,-7.755,0.0,0.85,0.86
2018-12-01 02:00:00,13.05,67.14,43.84,16.49,1.19,220.72,0.175,0.0,0.977,304.805,374.16,13.06,-23.718,-7.438,0.0,0.78,0.9
2018-12-01 02:30:00,12.87,67.03,43.83,16.46,1.31,217.25,0.264,0.0,1.142,297.948,372.371,-2.976,-4.009,-9.694,0.0,0.79,1.04
2018-12-01 03:00:00,12.53,67.1,43.83,16.43,1.87,221.35,0.438,0.0,0.994,295.865,371.428,-3.589,-16.452,-5.909,0.0,1.23,1.4
2018-12-01 03:30:00,12.5,66.39,43.83,16.4,1.21,223.85,0.31,0.0,0.993,295.408,370.1,1.252,-8.252,-9.644,0.0,0.84,0.88
2018-12-01 04:00:00,12.45,65.49,43.82,16.36,1.3,198.7,0.707,0.0,1.187,297.251,370.173,-31.637,-44.292,-13.022,0.0,0.42,1.24
2018-12-01 04:30:00,11.98,68.74,43.82,16.32,0.75,208.14,0.289,0.0,1.098,293.368,367.943,-8.639,-5.082,-12.985,0.0,0.35,0.66
2018-12-01 05:00:00,11.93,67.39,43.82,16.29,1.2,217.59,0.119,0.0,1.064,292.964,367.488,10.693,-21.039,-9.18,0.0,0.73,0.95
2018-12-01 05:30:00,11.69,67.99,43.81,16.25,1.57,220.36,0.178,0.0,0.88,296.264,367.056,2.575,-5.822,-11.874,0.0,1.01,1.19
2018-12-01 06:00:00,11.61,67.88,43.81,16.21,1.09,195.31,0.479,0.0,1.226,293.818,366.395,-3.83,-16.816,-12.893,0.0,0.29,1.05
2018-12-01 06:30:00,11.32,70.42,43.81,16.17,0.64,132.09,0.186,23.365,3.658,290.971,364.9,-2.448,-3.941,-13.039,15.7,-0.47,0.43
2018-12-01 07:00:00,11.12,72.02,43.74,16.13,0.48,210.59,0.08,75.215,6.802,290.378,365.295,-0.739,2.233,-13.645,9.0,0.25,0.42
